00MiC6zMBH9bX6uW,1
00WcobVOaTuHnutK,0
00fauTTRYqeFxgey,1
03edqB8sbgOKkjSv,1
03nez2ockS20tzac,0
03rt3YSDa7GlfuQi,1
04MFqTofcrqJBxDL,0
04VfGPUPPoFYXr6E,1
04bMrZdcPYpTieNs,1
05Bqvjt2cZotTMoV,0
05anD0ZFZ5VKXmZ5,1
06oRv1dJe9oTKRa1,1
07LsOZogVEHJToB0,1
08GYUm6ABgD6wjMD,1
08W9mG5vtw0oNdYN,0
08yxpkhKXJVYLUtw,1
097j5RMgLr6o5Csw,0
09ufCHAeOnSHaGgk,1
0ARbuZ5q8MyadJHZ,1
0AYkxOm0eAVKp7qi,1
0B7rLyRNQIH1KDvm,1
0BjdvTfBPgh4y7MC,1
0Crq3XVWk6m4oOII,1
0Cyo9r9pHSnuD6Yt,1
0DId4WVqFasrLQ8w,0
0DjocTYoRd2imJ4i,1
0FI4dONiwmZC61kb,1
0GsRKAQFh69OpdUY,1
0HWwBqrAPCPLItc0,0
0HpmAuweXnhJSD7w,1
0IwnHSWsRorRegD0,1
0KDBDFvfzSgExOod,0
0L0yKP79c9Va74LU,1
0M2ZfNc9ye5eTx98,1
0N24XRZlcBebGnRI,0
0Ny11cfsUBCLyAbE,0
0O5vpzbeUBF4qMtv,1
0OHAu8PVUEjV1QCH,1
0OK3MOi2CklHPA5a,1
0OKxp5Z0W27PQSL0,1
0OiuBRyhFngqeYSW,1
0Omf7O2G6exW24zo,1
0Q9Ok0gYu7uqqu50,0
0QzqJOv31tHJQEoN,1
0S5ACsJQSdGVJ5VV,1
0SqhbhwZ7eetd26W,0
0T00aMeUXq1j1YJC,1
0TH6pSSNtQsNgNQo,1
0U2VogqYxpmOISVz,0
0UOdSAA9LF8a1tFm,0
0VmScx6Yk1gtXbso,0
0X40bOpcvmqsvnkz,1
0Y6NuIHNweB41QCa,0
0YMXlh15rLPlAaSl,0
0YxpgQE1EOE5QeO1,0
0ZOqhOxadGjXyiIF,1
0a5cXKtky3diUe9u,1
0aEfUT0JoX4Fg9wX,1
0aj32KMHEmUhmCkV,1
0akqsCE6Ufd114ls,1
0aoDvmtNFM0NItI3,1
0b3JDfhreBqN1lhN,1
0cHph60U7pIvzswo,0
0crxxzVHf9uz1ATz,1
0csLn8m8p2ODvIfE,1
0eQroE6qSUZaVVQp,1
0eWDHwHCLbsopQu7,0
0eiA7dQEsANHcGPX,1
0gstYAhc917m8i9B,0
0h2nAfCdZ6BwRBTi,1
0i8ErIfUamGsJId5,1
0iMASkpgk75ty0Tt,0
0iszAPgP7Zw82x9p,1
0kHFBC54C6ZW9kyV,0
0kYDli3e3SdlUz04,1
0lMFIUkyTBbCeF6i,0
0mO9YOMtUAFBGWxh,1
0maiAQCCr8FkX80u,1
0n2evPOJI2TPEAm0,1
0pCuQA0tBdtyalnD,0
0qumO8YTcVTmAruU,1
0rkPUSQHDDA3BIFq,0
0rnfboUlRTWrRp8P,0
0sDxp2bks49Og21Z,1
0sI7Bj625gLNwuBn,1
0t3YQF6mgsHFzQkw,1
0tWC070C7nLNsxft,1
0tpLdwiZzUnkH6h6,1
0uExlCXJDQVRTyxz,0
0uL5U9zK4ydSU57M,0
0vU4iJMNg9roEjW7,1
0vWijbVpiQ4ijfIF,1
0vty1Hfo36iCmDg1,1
0wCbiDypa9lbc5uR,1
0y4hupxKV6PhFX1F,1
0ypRB9ZEpIo4BhVU,1
0z4jfA5jwR1dCIfJ,1
0z9Ox7f2twNeC1m0,1
0zbPtJynqzQUfKdw,0
10AJGC3MWNaPRTM6,1
10ctp7V0AjugLnWT,0
10ij6f38n3cgamqk,1
11MomdfLh07bMjdi,1
11YQKF8H5grpLb1p,0
11ychqCFnHTRDs5E,1
12CcCvHTjocSyv3S,0
137YT6FN1kA1FSXj,0
13IKOjvRDAwB6Eh4,0
13JlIf1YDdY21qW9,1
13RYc8eT6mPrFn9G,0
148dNhryXfCgANDS,1
14RC5g9UAmHKRL6w,1
14vsjpaxbvrs3kK8,1
15izzmm0iBwOdKMg,0
1695rGI48jxXdQ6l,1
16KfTolJNmmsUrbd,1
16VgOpz2kXLp5bxn,0
17Ixh7kuAImz8xHq,1
19BJ5BVgX8UvDBVv,1
1AGWZXFJyWouDEMh,1
1Ay3UaPXrknprZmG,1
1BQdOOSqfysU0Rje,1
1ByI6y9LbPv0PDkU,1
1CoLHjYD46FQxa41,0
